sentence_1,sentence_2,similarity,split
மோட்டார் வண்டி பந்தயத்தில் ஓடிக்கொண்டுள்ளது.,விளையாட்டு அரங்கில் கார் நிறகிறது,2.0,test
மகிழுந்து ஒன்று செல்கின்றது.,காா் உயா் வேகத்தில் உள்ளது,1.65,test
மகிழுந்து ஒன்று செல்கின்றது.,விளையாட்டு அரங்கில் கார் நிறகிறது,4.0,train
காா் உயா் வேகத்தில் உள்ளது,விளையாட்டு அரங்கில் கார் நிறகிறது,2.0,train
வாகனம் வேகமாக திரும்புகிறது.,கிளித்தட்டு விளையாடும் விசித்திர கார்.,2.0,train
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,0.0,test
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,பனி காலத்தில் விளையாடுகின்றார்கள்,1.0,train
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,1.35,test
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,1.35,test
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1.65,test
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",3.0,train
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,3.0,train
மைதானத்தில் அனைவரும் விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,2.0,test
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,பனி காலத்தில் விளையாடுகின்றார்கள்,1.65,train
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,2.35,train
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,அணியினர் வெற்றி பெற போராடுகின்றனர்,4.0,train
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1.65,test
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",5.0,test
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,2.0,train
வீரர்கள் ஐஸ் ஹாக்கி விளையாடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1.0,test
பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,2.65,test
பனி காலத்தில் விளையாடுகின்றார்கள்,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.0,train
பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,1.0,test
பனி காலத்தில் விளையாடுகின்றார்கள்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",2.65,train
பனி காலத்தில் விளையாடுகின்றார்கள்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,1.35,train
பனி காலத்தில் விளையாடுகின்றார்கள்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1.35,test
வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,அணியினர் வெற்றி பெற போராடுகின்றனர்,0.0,test
வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,2.0,test
வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",3.65,test
வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,2.0,train
வீரர்கள் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1.0,test
அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,5.0,train
அணியினர் வெற்றி பெற போராடுகின்றனர்,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",1.35,train
அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,0.0,train
அணியினர் வெற்றி பெற போராடுகின்றனர்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,5.0,test
வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",1.35,train
வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,2.0,test
வீரர்கள் பனித்தரையில் ஹொக்கி விளையாடுகின்றனர்.,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,1.0,train
"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,4.0,train
"ஒரு விளையாட்டில் ஐவர் ஈடுபடுகின்றனர்,",வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,3.0,train
வீரா்கள் இலக்கடிக்கும் நிலையில் உள்ளனா்,வீரர்கள் ஹாக்கி விளையாடுகின்றனர்,3.0,train
எல்லோரும் விளையாட்டில் ஆர்வமாக உள்ளனர்.,விறுவிறுப்பாக ஹொக்கியில் ஈடுபட்டுக் கொண்டுள்ளனர்.,3.0,train
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,குதிரை சாகசம் நடக்கின்றது,2.65,test
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,4.0,train
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,5.0,test
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,5.0,test
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,5.0,test
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,5.0,test
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,5.0,test
குதிரையில் ஒரு மனிதன் ஓடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,5.0,train
குதிரை சாகசம் நடக்கின்றது,வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,4.0,test
குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,3.65,test
குதிரை சாகசம் நடக்கின்றது,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,3.65,train
குதிரை சாகசம் நடக்கின்றது,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,3.65,test
குதிரை சாகசம் நடக்கின்றது,ஒருவன் குதிரையில் செல்கின்றான்.,3.65,test
குதிரை சாகசம் நடக்கின்றது,ஒருவா் குதிரையை ஓட்டுகிறாா்,4.0,test
குதிரை சாகசம் நடக்கின்றது,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.0,train
வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,2.0,train
வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,5.0,test
வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,5.0,test
வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,5.0,train
வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,5.0,test
வீரர் ஒருவர் குதிரை ஓட்டுகின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.35,test
ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,4.0,test
ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,5.0,test
ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவன் குதிரையில் செல்கின்றான்.,4.65,test
ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,5.0,test
ஒருவர் குதிரையில் சவாரி செய்கின்றார்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,5.0,test
ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,4.35,test
ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவன் குதிரையில் செல்கின்றான்.,5.0,train
ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவா் குதிரையை ஓட்டுகிறாா்,5.0,test
ஆண் ஒருவர் குதிரைச் சவாரி செய்கின்றார்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.65,train
வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவன் குதிரையில் செல்கின்றான்.,4.0,train
வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,4.65,train
வீரன் குதிரைசவாரியில் ஈடுபடுகின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.35,test
ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவா் குதிரையை ஓட்டுகிறாா்,5.0,test
ஒருவன் குதிரையில் செல்கின்றான்.,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,5.0,test
ஒருவா் குதிரையை ஓட்டுகிறாா்,ஒருவர் குதிரை பந்தயத்தில் ஈடுபடுகின்றார்,4.35,test
குதிரை தாவிப் பாய்கிறது.,பந்தையத்தை வெல்ல பய்ந்து ஓடுகிறார்கள்.,4.35,test
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,3.65,train
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,1.0,train
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,1.35,test
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,1.0,test
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,1.35,test
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,1.35,test
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,1.35,train
ஒரு பெண் மைதானத்தில் பூ பந்து விளையாடுகிறாள்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,2.65,test
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,5.0,test
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,1.35,train
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,4.0,test
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,1.35,test
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,5.0,test
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,5.0,train
டென்னிஸ் வீராங்கனை வெகு விமரிசையாக டென்னிஸ் விளையாடுகிறார்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,2.65,train
வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,1.35,train
வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,1.35,train
வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,1.0,train
வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,1.0,train
வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,1.35,test
வீரர் ஒருவர் பட்மின்டன் விளையாடுகிறார்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,2.35,test
ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,1.35,train
ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,1.0,test
ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,4.0,train
ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,4.0,test
ஒரு வீராங்கனை ரெனிஸ் பந்தை அடித்து விட்டு பந்தை பார்த்துக் கொண்டிருக்கின்றார்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,4.0,train
பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,1.0,train
பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,5.0,train
பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,5.0,train
பெண் ஒருவர் வலைப்பந்தாட்டத்தில் ஈடுபடுகின்றார்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,4.35,train
வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,1.0,test
வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,5.0,test
வீராங்கனை ஒருத்தி டென்னிஸ் விளையாடிக்கொண்டுள்ளாள்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,4.0,train
பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,வீராங்கனை சிறப்பாக விளையாடுகிறாா்,1.35,test
பெண் ஒருத்தி டென்னிஸ் விளையாடுகின்றாள்.,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,4.0,train
வீராங்கனை சிறப்பாக விளையாடுகிறாா்,பெண் பூ பந்தாடத்தில் ஈடுபடுகிறார்,1.0,test
வீராங்கனை பூபந்து விளையாடுகிறார்.,அக்கா வெறிகொண்டு பூப்பந்து விளையாடுகிறார்.,4.0,train
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,சைக்கிள் சாகச வீரர் மதிலின் மேல்,3.0,test
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,2.0,train
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,1.0,test
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,2.65,train
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,2.65,test
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0.0,test
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,1.0,test
ஒரு மனிதன் வானத்தில் சைக்கிளில் பறக்கின்றான்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,1.35,test
சைக்கிள் சாகச வீரர் மதிலின் மேல்,வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,2.65,train
சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,1.35,test
சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,2.35,train
சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,2.65,train
சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,2.0,train
சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,2.65,test
சைக்கிள் சாகச வீரர் மதிலின் மேல்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,1.35,test
வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,4.0,train
வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,1.35,test
வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,1.35,test
வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,1.35,train
வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,1.35,test
வீரர் ஒருவர் ஸ்கேட்டிங் விளையாடுகிறார்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,1.35,train
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,1.35,test
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,5.0,test
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,0.0,train
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஓட்டுனா் ஆபத்தில் உள்ளாா்,3.0,train
ஒருவர் துவிச்சக்கர வண்டியில் சாகசம் நிகழ்த்திக் கொண்டிருக்கின்றார்.,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,0.65,train
ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,2.0,test
ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,1.0,train
ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஓட்டுனா் ஆபத்தில் உள்ளாா்,2.65,test
ஈருருளியுடன் சாகச விளையாட்டில் ஈடுபடுகிறார்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,5.0,train
ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,4.0,test
ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,ஓட்டுனா் ஆபத்தில் உள்ளாா்,5.0,train
ஆண்மகன் ஒருவன் மதில்சுவரை தாண்டுகின்றான்.,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,5.0,test
ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,ஓட்டுனா் ஆபத்தில் உள்ளாா்,2.65,train
ஒருவன் மிக உயரத்தில் சைக்கிள் ஓட்டுகின்றான்.,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,2.0,test
ஓட்டுனா் ஆபத்தில் உள்ளாா்,ஒருவர் மிதி வண்டி உடன் சுவரை தாண்டுகின்றார்,2.0,test
துவிசக்கர வண்டியில் சாகசம் செய்கிறார்.,எதிர் வீட்டுகாரன் மதிலில் தன் வித்தையை காட்டுகிறான்.,5.0,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,4.65,test
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,4.0,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,4.0,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,5.0,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,5.0,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,4.65,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,கிாிக்கட் வீரா் மூவா் உள்ளனா்,4.0,train
மைதானத்தில் கிரிக்கெட் விளையாடுகின்றனர்.,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,1.35,test
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,4.0,test
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,5.0,train
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,5.0,test
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,5.0,train
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,4.65,train
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,கிாிக்கட் வீரா் மூவா் உள்ளனா்,4.65,train
கிரிக்கெட் ஆட்டம் நடைபெறுகிறது,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,1.35,train
வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,5.0,train
வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,3.65,test
வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,3.65,train
வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,5.0,train
வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,கிாிக்கட் வீரா் மூவா் உள்ளனா்,4.65,train
வீரர்கள் துடுப்பாட்டம் விளையாடுகிறார்கள்,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,1.0,test
துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,துடுப்பாட்ட வீர்ர் பந்தை அடிக்கின்றார்,5.0,train
துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,வீரன் பந்தை துடுப்பு மட்டையால் ஓங்கி அடிக்கின்றான்.,3.35,test
துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,சிலர் துடுப்பாட்டம் விளையாடுகின்றனர்.,4.0,test
துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,கிாிக்கட் வீரா் மூவா் உள்ளனா்,3.0,test
துடுப்பாட்ட வீரர் அடித்த பந்து காற்றில் பறந்து செல்வதை விக்கற் காப்பாளர் உற்றுநோக்குகின்றார்,வீரர்கள் துடுப்பாட்டம் விளையாடுகின்றனர்,1.35,train
