example_id,model_name,model_short,model_type,layer,method,repr,pooling,D,tau,baseline_tau,abtt_tau,query_index,candidate_index,query_file_id,candidate_file_id,query_path,candidate_path,query_folder_id,candidate_folder_id,candidate_label,candidate_role,gold_similar,baseline_score,abtt_score,baseline_pred,abtt_pred,bucket,baseline_disagrees,baseline_margin,abtt_margin,baseline_margin_abs,abtt_margin_abs,bucket_slot,methods_available,query_source,top1_variants,variants_available
1304870,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1696,1673,1696,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Source unidentified, but cf. Eucherius of Lyon, Instructionum ad Salonium libri II, lib. 2 (ed. C.
Mandolfo, CCSL 66 [Turnhout, 2004], 201–03, lines 263–65)/CamCC279.26.1.txt",,"Source unidentified, but cf. Eucherius of Lyon, Instructionum ad Salonium libri II, lib. 2 (ed. C.
Mandolfo, CCSL 66 [Turnhout, 2004], 201–03, lines 263–65)","Source unidentified, but cf. Eucherius of Lyon, Instructionum ad Salonium libri II, lib. 2 (ed. C.
Mandolfo, CCSL 66 [Turnhout, 2004], 201–03, lines 263–65)",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304871,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,514,1674,514,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.10/Hat42.165r.3.txt,,CGAN.355.10,CGAN.355.10,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304872,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,548,1674,548,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/BN1454.60r.6.txt,,CGAN.355.18,CGAN.355.18,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304873,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,548,1674,548,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.18/BN1454.60r.6.txt,,CGAN.355.18,CGAN.355.18,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304874,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,55,1675,55,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.5/Brn425.53r.2.txt,,CAGD.506.5,CAGD.506.5,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304875,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,514,1675,514,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.10/Hat42.165r.3.txt,,CGAN.355.10,CGAN.355.10,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304876,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1358,1675,1358,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Hat42.187r.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.12/Vat5845.7v.4.txt,,Can.apost.12,Can.apost.12,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304877,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,155,1676,155,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/BN1454.58r.3.txt,,CANC.314.21,CANC.314.21,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304878,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,155,1676,155,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/BN1454.58r.3.txt,,CANC.314.21,CANC.314.21,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304879,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,408,1676,408,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAUX.561.14/Kob58.38r.1.txt,,CAUX.561.14,CAUX.561.14,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304880,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,592,1676,592,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.8/C1525.25r.5.txt,,CGAN.355.8,CGAN.355.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304881,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,160,1677,160,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/Hat42.159v.3.txt,,CANC.314.21,CANC.314.21,pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt,sif_abtt","baseline,abtt,sif_abtt"
1304882,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,156,1677,156,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.21/BN2123.100v.7.txt,,CANC.314.21,CANC.314.21,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304883,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,172,1678,172,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.23/Brn425.26v.1.txt,,CANC.314.23,CANC.314.23,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304884,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,172,1678,172,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.23/Brn425.26v.1.txt,,CANC.314.23,CANC.314.23,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304885,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1564,1678,1564,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.69v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.49/Vat5845.10v.1.txt,,Can.apost.49,Can.apost.49,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304886,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,464,1679,464,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CCHA.451.25/Brn425.60r.1.txt,,CCHA.451.25,CCHA.451.25,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304887,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1310,1679,1310,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.4/Brn425.36v.2.txt,,CVAI.442.4,CVAI.442.4,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304888,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1310,1679,1310,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CVAI.442.4/Brn425.36v.2.txt,,CVAI.442.4,CVAI.442.4,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304889,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1495,1679,1495,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.37/Vat5845.9r.6.txt,,Can.apost.37,Can.apost.37,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304890,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,17,1680,17,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Augustine, Speculum 7 (ed. Weihrich, 63, lines 2–3)/CamCC279.71.3.txt",,"Augustine, Speculum 7 (ed. Weihrich, 63, lines 2–3)","Augustine, Speculum 7 (ed. Weihrich, 63, lines 2–3)",pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304891,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,20,1680,20,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.15/Brn425.14v.1.txt,,CAGD.506.15,CAGD.506.15,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304892,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,592,1680,592,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.8/C1525.25r.5.txt,,CGAN.355.8,CGAN.355.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304893,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1337,1680,1337,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.70v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Caesarius, Sermo 54.4 (ed. Morin, 238, lines 15–16)/CamCC279.103.1.txt",,"Caesarius, Sermo 54.4 (ed. Morin, 238, lines 15–16)","Caesarius, Sermo 54.4 (ed. Morin, 238, lines 15–16)",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304894,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,6,1681,6,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/(ed. MOMMSEN, as Gildas, Epist.deperd.fragm. 6, in Chronica minora, 88, lines 11–12; trans. WINTERBOTTOM,
Gildas, 82)/CamCC279.58.1.txt",,"(ed. MOMMSEN, as Gildas, Epist.deperd.fragm. 6, in Chronica minora, 88, lines 11–12; trans. WINTERBOTTOM,
Gildas, 82)","(ed. MOMMSEN, as Gildas, Epist.deperd.fragm. 6, in Chronica minora, 88, lines 11–12; trans. WINTERBOTTOM,
Gildas, 82)",pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304895,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,167,1681,167,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.22/D1723.530.7.txt,,CANC.314.22,CANC.314.22,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304896,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1617,1681,1617,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Gennadius, Lib.eccl.dogm. 46 (ed. Turner, 98, lines 1–7; cf. recensio vulgata, c. 47 [PL
42, col. 1220])/CamCC279.74.1.txt",,"Gennadius, Lib.eccl.dogm. 46 (ed. Turner, 98, lines 1–7; cf. recensio vulgata, c. 47 [PL
42, col. 1220])","Gennadius, Lib.eccl.dogm. 46 (ed. Turner, 98, lines 1–7; cf. recensio vulgata, c. 47 [PL
42, col. 1220])",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304897,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1624,1681,1624,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Gregorius Magnus, Hom.in ev. 2.39 (ed. Étaix, 382, lines 66–7)/CamCC279.39.3.txt",,"Gregorius Magnus, Hom.in ev. 2.39 (ed. Étaix, 382, lines 66–7)","Gregorius Magnus, Hom.in ev. 2.39 (ed. Étaix, 382, lines 66–7)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304898,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,626,1682,626,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CHIP.393.33/BN1454.55r.9.txt,,CHIP.393.33,CHIP.393.33,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304899,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1173,1682,1173,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.633.34/BAV1341.75r.7.txt,,CTOL.633.34,CTOL.633.34,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304900,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1405,1682,1405,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71r.2.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.21/BN2123.81v.5.txt,,Can.apost.21,Can.apost.21,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304901,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,544,1683,544,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.17/C1525.25v.7.txt,,CGAN.355.17,CGAN.355.17,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,"abtt,sif_abtt","baseline,abtt,sif_abtt"
1304902,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1405,1683,1405,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/Can.apost.21/BN2123.81v.5.txt,,Can.apost.21,Can.apost.21,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304903,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1624,1683,1624,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.1.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Gregorius Magnus, Hom.in ev. 2.39 (ed. Étaix, 382, lines 66–7)/CamCC279.39.3.txt",,"Gregorius Magnus, Hom.in ev. 2.39 (ed. Étaix, 382, lines 66–7)","Gregorius Magnus, Hom.in ev. 2.39 (ed. Étaix, 382, lines 66–7)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304904,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,11,1684,11,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.2.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Ambrose, Exp.ev.sec.Luc., lib. 10, c. 87 (ed. Adriaen, 371, lines 846–49]/CamCC279.77.1.txt",,"Ambrose, Exp.ev.sec.Luc., lib. 10, c. 87 (ed. Adriaen, 371, lines 846–49]","Ambrose, Exp.ev.sec.Luc., lib. 10, c. 87 (ed. Adriaen, 371, lines 846–49]",pair_example,0,,,1,1,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,abtt,sif_abtt","baseline,abtt,sif_abtt"
1304905,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,11,1684,11,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.2.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Ambrose, Exp.ev.sec.Luc., lib. 10, c. 87 (ed. Adriaen, 371, lines 846–49]/CamCC279.77.1.txt",,"Ambrose, Exp.ev.sec.Luc., lib. 10, c. 87 (ed. Adriaen, 371, lines 846–49]","Ambrose, Exp.ev.sec.Luc., lib. 10, c. 87 (ed. Adriaen, 371, lines 846–49]",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304906,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1075,1685,1075,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.3.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CTOL.397.13/BAVPal575.4r.7.txt,,CTOL.397.13,CTOL.397.13,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304907,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1662,1685,1662,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.3.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)/CamCC279.76.1.txt",,"Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)","Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)",pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304908,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1662,1685,1662,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.3.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)/CamCC279.76.1.txt",,"Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)","Ps.-Clemens–Rufinus, Recognitiones 6.18 (eds Rehm–Paschke, 155, lines 17–20)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304909,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1697,1685,1697,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.3.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Source unidentified, but cf. Ps.-Clemens–Rufinus, Recognitiones 4.21 (eds Rehm–Paschke, 157,
line 20)/CamCC279.34.5.txt",,"Source unidentified, but cf. Ps.-Clemens–Rufinus, Recognitiones 4.21 (eds Rehm–Paschke, 157,
line 20)","Source unidentified, but cf. Ps.-Clemens–Rufinus, Recognitiones 4.21 (eds Rehm–Paschke, 157,
line 20)",pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304910,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,309,1686,309,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.4.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANT.328.3/BAV1341.17r.1.txt,,CANT.328.3,CANT.328.3,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304911,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1610,1686,1610,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.4.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)/CamCC279.96.1.txt",,"Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)","Eusebius-Rufinus, HE 10.5 (eds Mommsen–Schwartz, II, 963, line 21)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304912,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,1629,1686,1629,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.4.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Gregory of Nazianzus- Rufinus, Apologeticus 114 (ed. Engelbrecht, 81, lines 17–19)/CamCC279.42.1.txt",,"Gregory of Nazianzus- Rufinus, Apologeticus 114 (ed. Engelbrecht, 81, lines 17–19)","Gregory of Nazianzus- Rufinus, Apologeticus 114 (ed. Engelbrecht, 81, lines 17–19)",pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304913,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,1629,1686,1629,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.4.txt,"/projects/beto/irowerojas/localLatin/data/canon_labelled/Gregory of Nazianzus- Rufinus, Apologeticus 114 (ed. Engelbrecht, 81, lines 17–19)/CamCC279.42.1.txt",,"Gregory of Nazianzus- Rufinus, Apologeticus 114 (ed. Engelbrecht, 81, lines 17–19)","Gregory of Nazianzus- Rufinus, Apologeticus 114 (ed. Engelbrecht, 81, lines 17–19)",pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304914,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,73,1687,73,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.8/D1723.552.10.txt,,CAGD.506.8,CAGD.506.8,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
1304915,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,72,1687,72,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CAGD.506.8/Brn425.53r.6.txt,,CAGD.506.8,CAGD.506.8,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304916,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,723,1687,723,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNEO.315.12/C1525.23r.5.txt,,CNEO.315.12,CNEO.315.12,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304917,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,901,1687,901,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.71v.5.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CNIC.325.7/KoeD213.13r.1.txt,,CNIC.325.7,CNIC.325.7,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif_abtt,"baseline,abtt,sif_abtt"
1304918,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,370,1688,370,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.12/BAV1341.46r.12.txt,,CARL.501?.12,CARL.501?.12,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,"baseline,sif_abtt","baseline,abtt,sif_abtt"
1304919,sentence-transformers/LaBSE,LaBSE,bert,12,abtt_optimal,hidden,mean,10,,,,-1,370,1688,370,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CARL.501?.12/BAV1341.46r.12.txt,,CARL.501?.12,CARL.501?.12,pair_example,0,,,0,0,unlabelled_bulk,,,,,,,ig,unlabelled,sif,sif
1304920,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,565,1688,565,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72r.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CGAN.355.3/C1525.24v.21.txt,,CGAN.355.3,CGAN.355.3,pair_example,0,,,0,1,unlabelled_bulk,,,,,,,ig,unlabelled,abtt,"baseline,abtt,sif_abtt"
1304921,sentence-transformers/LaBSE,LaBSE,bert,11,abtt_optimal,hidden,mean,10,,,,-1,88,1689,88,/projects/beto/irowerojas/localLatin/data/canon_unlabelled/Kob58.72v.1.txt,/projects/beto/irowerojas/localLatin/data/canon_labelled/CANC.314.11/C1525.20r.3.txt,,CANC.314.11,CANC.314.11,pair_example,0,,,1,0,unlabelled_bulk,,,,,,,ig,unlabelled,baseline,"baseline,abtt,sif_abtt"
