language,sentence_1,sentence_2,similarity,rouge_l,bleu_1
spanish,"Acumuló este cargo con el de Juez de apelaciones de ""Agravos da Casa da Suplicação"", contable de Fazenda, superintendente general de Contrabandos y Malversaciones y fiscal de la Junta de Administración de la Compañía de Pernambuco y Paraíba.","Uno de los amigos más cecanos de Sickert y partidario suyo, fue el Barón Lord Beaverbrook, quién acumuló la más grande colección de pinturas simples de Sickert en el mundo.",0.5,0.17647058823529413,0.21052631578947367
spanish,"""Ebenezer Scrooge"" es el nombre del protagonista de la novela de 1843 ""Cuento de Navidad"" de Charles Dickens.","La historia de ""Cuento de Navidad"" comienza en Nochebuena con Scrooge en su lugar de trabajo.",2.0,0.35294117647058826,0.3333333333333333
spanish,"Dos de sus ramas, la casa de Manrique de Lara (duques de Nájera y marqueses de Aguilar de Campoo), tiene rango de Grandes de España de la primera antigüedad.","En 1520, Carlos I de España distinguió a la Casa de Lara con la dignidad de la Grandeza de España en las personas de sus más relevantes representantes, el duque de Nájera y el marqués de Aguilar de Campoo, distinción más adelante otorgada también al conde de Paredes de Nava y el conde de Osorno.",2.25,0.33333333333333337,0.6206896551724138
spanish,"No se debe confundir con el concepto de ""horario de trabajo"", la jornada representa el ""número de horas que el trabajador debe prestar su servicio"", mientras que el ""horario"" ""fija la hora de entrada y la salida"".","Si el horario establecido impidiera que se pudiera realizar la jornada completa, el empresario podrá imponer el cumplimiento íntegro de la jornada",2.5,0.23728813559322035,0.24324324324324326
spanish,"El índice del paso depende de la presión osmótica, la concentración, el gradiente electroquímico y la temperatura de las moléculas o de los solutos en cualquier lado, así como la permeabilidad de la membrana para cada soluto.","Dependiendo de la membrana y del soluto, la permeabilidad puede depender del tamaño del soluto, de características de la solubilidad, o de la química.",3.5,0.2950819672131148,0.35135135135135137
spanish,"El índice del paso depende de la presión osmótica, la concentración, el gradiente electroquímico y la temperatura de las moléculas o de los solutos en cualquier lado, así como la permeabilidad de la membrana para cada soluto.","Por el contrario, las moléculas de agua pueden formar puentes de hidrógeno con el polímero de la membrana y atravesarla.",1.5,0.24561403508771934,0.2702702702702703
spanish,"El ""aceite de hígado de bacalao"", también llamado ""oleum morrhuae"", es como su nombre indica aceite extraído de hígados de bacalao del Atlántico (""Gadus morhua"").",El aceite de hígado de bacalao se obtiene cocinando hígados de bacalao al vapor y prensándolos luego para extraer el aceite.,3.75,0.30434782608695654,0.32
spanish,"Un ""Grupo de ejércitos"" es una unidad militar integrada por dos o más cuerpos de ejército que actúan conjuntamente y bajo un mando único.","Un Grupo de ejércitos es la unidad más grande que puede formarse dentro de un ejército, ya sea de tierra, mar o aire.",3.5,0.2978723404255319,0.375
spanish,"El 8 de junio de ese año Göhr batió de nuevo el récord mundial de los 100 m en Berlín Este haciendo 10,81.","Sin embargo, el nacionalismo europeo se vio truncado por el ascenso de Hitler al poder y la Segunda Guerra Mundial.",0.0,0.13953488372093023,0.13043478260869565
spanish,"Es el libro de los aniversarios de los mártires y por extensión de los santos en general, de los misterios y de los sucesos que pueden dar lugar a una conmemoración anual en la Iglesia católica.",Este gran catálogo de mártires y santos de los tiempos antiguos apareció en la primera mitad del s. VI.,1.75,0.2909090909090909,0.2222222222222222
spanish,"Las Erinias, innombrables, por eso se utiliza el eufemismo Euménides (benévolas), son las diosas de la venganza que persiguen a Orestes por la muerte de su madre Clitemnestra.","Las Erinias, diosas de la venganza de sangre, sostienen que, si no se condena a Orestes, en la ciudad cualquiera se sentirá libre de cometer cualquier tipo de acto por venganza propia.",2.75,0.30000000000000004,0.39285714285714285
spanish,"La ""Orden de San Jerónimo"" (Latín: ""Ordo Sancti Hieronymi""), (sigla ""O.S.H."") es una orden religiosa católica de clausura monástica y de orientación puramente contemplativa que surgió en el siglo XIV.","La Orden de San Jerónimo prescribe una vida religiosa de soledad y de silencio, en asidua oración y fortaleza en la penitencia, y trata de llevar a sus monjes y monjas a la unión mística con Dios, consideran que cuanto más intensa sea esta unión, por su propia donación en la vida monástica, mucho más espléndida se convierte la vida de la Iglesia y con más fuerza su fecundo apostolado.",3.5,0.2,0.36666666666666664
spanish,"La ""Paz o Tratado de Alfredo y Guthrum"" fue un acuerdo firmado entre Alfredo el Grande, rey de Wessex, y Guthrum, gobernante vikingo de Estanglia o Anglia Oriental.","El documento comienza con un prólogo, resumiendo que se trata de un tratado entre ""el Rey Alfredo y el Rey Guthrum y todos los consejeros (""Witenagemot"" o ""witan"") de las razas inglesas y todas las gentes de Estanglia"".",2.25,0.2727272727272727,0.42857142857142855
spanish,"""Bodies Without Organs"" o ""BWO"" es un grupo dance de Suecia formado en 2004 por Alexander Bard, Marina Schiptjenko y Martin Rolinski como vocalista.","Está formado por ""Alexander Bard"" (ex componente de los Army of Lovers), ""Marina Schiptjenko"" y ""Martin Rolinski"", éste último elegido por los dos primeros tras un casting en el cual Martin les pareció el candidato perfecto.",2.25,0.13333333333333333,0.2916666666666667
spanish,"Este pescado, debido a su elevado precio en el mercado, tiene un sucedáneo de surimi más barato, conocido como ""gula"" (nombre tomado de una marca comercial).","Es popularmente conocido como ""gula"", nombre que realmente corresponde a una marca comercial concreta de dicho producto.",3.25,0.186046511627907,0.23076923076923078
spanish,"La calle ""Prager Straße"" o ""Prager Strasse"" de Dresde (Alemania) conecta la estación central de dicha ciudad con la plaza de Altmarkt y es la calle comercial por excelencia en la capital sajona.","""Quintanilla San García"" es una localidad y un municipio situado en la provincia de Burgos, comunidad autónoma de Castilla y León (España), comarca de La Bureba, partido judicial de Briviesca, ayuntamiento del mismo nombre.",0.0,0.14925373134328357,0.24242424242424243
spanish,"""Ribeiro"" es una de las cinco denominaciones de origen de vinos existentes en Galicia.","Las Ordenanzas de Ribadavia (1579),reconocidas por la Oficina de Propiedad Intelectual, son el origen de las actuales Denominaciones de Origen españolas.",0.5,0.2857142857142857,0.42857142857142855
spanish,"El ""Distrito de Limburg-Weilburg"" (en alemán ""Landkreis Limburg-Weilburg"") es un distrito federal que se encuentra en el Regierungsbezirk Gießen, Hesse (Alemania).",El actual distrito de Limburg-Weilburg nació en 1974 fruto de la reorganización administrativa del estado federal de Hesse.,2.5,0.15384615384615383,0.23809523809523808
spanish,"El ""Brandy de Jerez"" es un brandy español producido en el Marco de Jerez.","Igualmente, según el tipo de vino de Jerez que tuviera la bota anteriormente en la que se envejece el brandy, este toma un sabor distinto.",1.75,0.20512820512820512,0.42857142857142855
spanish,"Los ""efectos para guitarra"" (o ""manipulación de señal"") son alteraciones ya sean digitales, analógicos o acústicos en el tono o sonido de una guitarra, normalmente eléctrica.",El resto de los efectos surgió por diferentes formas de manipulación recurrente en el sonido.,1.75,0.1951219512195122,0.19230769230769232
spanish,"""Gama"" es una localidad española del municipio de Aguilar de Campoo en la provincia de Palencia, en la Comunidad Autónoma de Castilla y León.","En la carretera local PP-6201a una distancia de 8 km de Aguilar de Campoo, la capital municipal, en la comarca de Campoo.",2.25,0.34782608695652173,0.4166666666666667
spanish,"El ""Tractatus Logico-Philosophicus"" es el título de una obra de Ludwig Josef Johann Wittgenstein.","Este método, aunque tiene como principal objetivo la producción de cerveza, es muy similar al empleado en la elaboración de bebidas tales como el sake, la hidromiel y el vino.",0.25,0.09090909090909091,0.35714285714285715
spanish,"La tradición comenzó en el siglo IV, pero la mayoría datan de la época vikinga, y se continuó hasta el siglo XII.","La tradición de erigir piedras con inscripciones rúnicas aparece por primera vez entre el siglo IV y el siglo V en Noruega y Suecia, estas primeras piedras rúnicas están habitualmente situadas junto a tumbas.",3.0,0.25,0.4090909090909091
spanish,"""Mansilla de las Mulas"" (""Mansiella de las Mulas"" en leonés) es un municipio y localidad de España, en la provincia de León, comunidad autónoma de Castilla y León.","Mansilla de las Mulas, es una localidad leonesa, por la que fluye el río Esla por su margen izquierda.",3.5,0.2127659574468085,0.17857142857142858
spanish,"""José Gregorio Salazar"" (nació en San Salvador en 1773 - murió en Ciudad de Guatemala el 1 de febrero de 1838) gobernó la República de El Salvador como Jefe Supremo Provisorio del 13 de julio al 30 de septiembre de 1834 y gobernó la Federación Centroamericana como Vicepresidente de 1834 a 1835.","Don José Gregorio Salazar, nació en San Salvador en 1773 y murió en la Ciudad de Guatemala, asesinado por las huestes de Rafael Carrera y Turcios, el 1° febrero de 1838.",3.75,0.3132530120481927,0.3076923076923077
spanish,"""Izamal"" (en idioma maya, Itzmal: rocío del cielo) es una ciudad mexicana, cabecera del municipio del mismo nombre (uno de los 106 que conforman la entidad federativa) en el Estado de Yucatán.","El municipio de Izamal es uno de los 106 municipos del Estado de Yucatán, México ubicado en la parte central hacia el norte de la península de Yucatán.",4.25,0.26666666666666666,0.375
spanish,"El ""Bosque de Boulogne"" (en francés: ""Bois de Boulogne"") o de Bolonia, es un parque que se encuentra en el límite oeste del XVI distrito o arrondissement de París, cerca del suburbio de Boulogne-Billancourt.","El ""Bosque de Boulogne"" fue oficialmente anexionado a la ciudad de París en 1929 y fue incorporado al XVI arrondissement.",3.5,0.25925925925925924,0.20588235294117646
spanish,"""Juan Martínez de Irujo Goñi"", conocido profesionalmente como ""Martínez de Irujo"", (Ibero - Cendea de Olza, Navarra, España, 4 de noviembre de 1981) es un pelotari profesional de la modalidad de mano.",Martínez de Irujo debutó como pelotari profesional el 6 de junio de 2003 en el frontón Labrit de Pamplona.,2.5,0.3137254901960784,0.28125
spanish,Monseñor Chávez sirvió en la sede episcopal de San Salvador por 39 años (1938 - 1977).,"Él sirvió como sacerdote en la parroquias de Tenancingo, Ilobasco y Cojutepeque y en la histórica iglesia de La Merced en San Salvador.",1.75,0.2564102564102564,0.3125
spanish,"En diciembre de 2004, un tribunal inferior de Aruba determinó que el matrimonio entre Charlene y Esther Oduber-Lamer celebrado en los Países Bajos debía ser reconocido en Aruba.","El día 13 de abril de 2007, el Tribunal Supremo declaró que, de acuerdo con la Carta del Reino de los Países Bajos (a la que están sujetos todos los territorios del Reino), los matrimonios celebrados en cualquier territorio del Reino de los Países Bajos deben ser aceptados en los restantes territorios del Reino también.",2.25,0.24096385542168677,0.39285714285714285
spanish,Autorización para los textos e imágenes de Baluarte (Palacio de Congresos y Auditorio de Navarra) bajo la licencia GFDL.,"Le comunico que tienen ustedes autorización para incluir información de BALUARTE en Wikipendia, y estamos de acuerdo en que el material se publique bajo la licencia GFDL",3.0,0.391304347826087,0.47368421052631576
spanish,"El ""Secretariado del Partido Comunista de la Unión Soviética"", era el órgano del Comité Central responsable de la administración central del Partido.","En aquél momento, el Secretariado era responsable de cuestiones técnicas como la coordinación de las actividades de las organizaciones regionales del Partido y de los asuntos administrativos rutinarios.",3.25,0.23999999999999996,0.36363636363636365
spanish,"General ""Juan Barragán Rodríguez"" fue un militar mexicano que participó en la Revolución mexicana.","Su abuelo Juan Bautista Barragán fue un ilustre educador, promotor de las escuelas rurales y diputado constituyente en 1857.",1.5,0.24242424242424243,0.2857142857142857
spanish,"La ""carbonatación"" es una reacción química en la que el hidróxido de calcio reacciona con el dióxido de carbono y forma carbonato cálcico insoluble.","La carbonatación es un proceso lento que ocurre en el hormigón, donde la cal apagada (hidróxido cálcico) del cemento reacciona con el dióxido de carbono del aire formando carbonato cálcico.",3.75,0.4074074074074074,0.5416666666666666
spanish,"Ejercida tanto por hombres jóvenes como por mujeres de todas las edades, la clientela era mayoritariamente masculina.","Contrariamente a la prostitución femenina, que moviliza a mujeres de todas las edades, la prostitución masculina está básicamente reservada a los adolescentes.",1.25,0.30769230769230765,0.35294117647058826
spanish,"""Pierre Chappaz"", nacido el 12 de abril de 1959 en Toulon, Francia, es un hombre de negocios y uno de los fundadores de Kelkoo y de Wikio.","En 2006 creo Wikio, un motor de búsqueda de informaciones en los sitios de prensa y en los blogs, además de ser uno de los dirigentes de Netvibes, un servicio de portal web que se puede personalizar.",2.5,0.3125,0.4074074074074074
spanish,"En teoría de autómatas y lógica secuencial, una ""tabla de transición de estados"" es una tabla que muestra qué estado se moverá un autómata finito dado, basándose en el estado actual y otras entradas.","Una ""tabla de estados"" es esencialmente una tabla de verdad en la cual algunas de las entradas son el estado actual, y las salidas incluyen el siguiente estado, junto con otras salidas.",3.25,0.3636363636363636,0.4117647058823529
spanish,"Se encuentra formado por veinte anillos de carbono hexagonales y doce anillos pentagonales, con un átomo de carbono en los vértices de cada polígono, y un enlace en cada una de las aristas.","Se sabe que Petrus Petri también trabajó en las obras de la Catedral Vieja de Salamanca, tal y como menciona el Archivo de la Catedral de dicha ciudad, donde también participarón los siguientes maestros: Florín de Pituenga, Casandro Romano, Alvar García, Pedro de la Obra, Juan el Pedrero, Sancho Pedro o Juan Franco.",0.0,0.1627906976744186,0.2727272727272727
spanish,"La ""Casa de Welf"", o ""antigua Casa de Baviera"" (llamada también en español de los ""Welfos"" o ""Güelfos"") es una dinastía europea a la que han pertenecido varios monarcas alemanes y británicos desde el siglo XI hasta el siglo XX.","La Casa de Welf es la rama más antigua de la Casa de Este, una dinastía cuyos miembros más antiguos conocidos vivieron en Lombardía en el siglo IX.",3.5,0.23529411764705882,0.3
spanish,"Es una de las más destacadas cantantes israelíes, con una carrera que se ha dilatado a lo largo de más de cuarenta años.","Es una de las más famosas cantantes israelíes en yiddish, aunque ha cantado también en hebreo, inglés y árabe.",3.25,0.3333333333333333,0.30434782608695654
spanish,"En matemáticas, la ""resolución de una ecuación"" es el procedimiento de cálculo para encontrar cuáles son los valores (números, funciones, conjuntos, etc.) que cumplen la condición indicada como una igualdad (una ecuación).","En todos estos casos se mantiene el principio de que la resolución de la ecuación es la búsqueda de los valores que hacen que la ecuación se satisfaga, solo que dependiendo de los operadores matemáticos involucrados será necesario utilizar diferentes estrategias o métodos para resolver las ecuaciones.",3.5,0.22784810126582278,0.34375
spanish,"""La Loretana"" es un club de fútbol de Perú, de la ciudad de Pucallpa en el Departamento de Ucayali.","El ""Club de Mar de Castropol"" es una sociedad dedicada al deporte del remo, fundada en 1949 y con sede en Castropol (Asturias, España), a orillas de la ría del Eo.",0.5,0.15999999999999998,0.3684210526315789
spanish,"La denominación de ""Jardín Persa"" remite a una tradición y a un estilo de la concepción de los jardines que tiene su origen en Persia (actual Irán).","El concepto persa de un jardín ideal (parecido a un paraíso), tiene su mejor representación en el Taj Mahal.",1.5,0.2608695652173913,0.2222222222222222
spanish,"""Baños de Agua Santa"" o simplemente ""Baños"" es una ciudad ecuatoriana, de la Provincia de Tungurahua.","La ""cripta de Santa Leocadia"" está situada en el interior de la catedral de Oviedo, Asturias.",0.25,0.25,0.25
spanish,"Pocos hombres han llegado en la Historia a convertirse en una leyenda viviente, y Douglas Bader fue uno de ellos, personificando el heroísmo de la RAF durante la guerra.","El ""London Times"" escribió: «Se convirtió en una leyenda al personificar el heroísmo de la RAF durante la Segunda Guerra Mundial».",4.38,0.39999999999999997,0.3448275862068966
spanish,"""La Ciotat"" (en occitano provenzal ""La Ciutat"") es una villa portuaria de Provenza, en las Bocas del Ródano.","""La Ciotat"" es una comuna francesa, situada en el departamento de Bocas del Ródano y en la región Provenza-Alpes-Costa Azul, a 31 kilómetros al este de Marsella.",2.5,0.3111111111111111,0.4444444444444444
spanish,"La ""desintegración alfa"" o ""decaimiento alfa"" es una variante de desintegración radiactiva por la cual un núcleo atómico emite una partícula alfa y se convierte en un núcleo con cuatro unidades menos de número másico y dos unidades menos de número atómico.","Empero, en la mayoría de los casos el núcleo resultante pierde rápidamente dos electrones en favor de la partícula alfa y se convierte en un átomo de ( 4 He ), eléctricamente neutro.",2.5,0.29333333333333333,0.3333333333333333
spanish,"Para la mayoría de las denominaciones cristianas, es el Hijo de Dios y, por extensión, la encarnación de Dios mismo.",Jesús no es Dios sino el Hijo de Dios y uno con Dios en «calidad y no en cantidad».,2.75,0.3076923076923077,0.3
spanish,"Las ""partículas elementales"" son los constituyentes elementales de la materia, más precisamente son partículas que no están constituidas por partículas más pequeñas ni se conoce que tengan estructura interna.","Actualmente el nombre partícula elemental se usa para las partículas que, hasta donde se sabe, no están formadas por partículas más simples.",3.75,0.27450980392156865,0.27586206896551724
spanish,"Su capital es la ciudad de San Salvador, y las ciudades de Santa Ana y San Miguel son también importantes centros urbanos del país.","Por otro lado, es la zona más densamente poblada del país, ya que allí se asientan importantes ciudades como lo son San Salvador, Santa Ana, y San Miguel.",3.25,0.2692307692307692,0.4583333333333333
spanish,"""América del Sur"" o ""Sudamérica"", también llamada ""Suramérica"", es el subcontinente austral de América.","Portugal se apropió de la mayor parte de la franja costera atlántica de la parte norte de América del Sur, que más tarde originaría el Estado de Brasil.",1.0,0.14285714285714285,0.21428571428571427
spanish,"""La Antropología es el estudio de la realidad humana, es la Ciencia que trata de los aspectos biológicos y sociales del hombre"".","La antropología es, sobre todo, una ciencia integradora que estudia al hombre en el marco de la sociedad y cultura a las que pertenece, y, al mismo tiempo, como producto de éstas.",3.5,0.2222222222222222,0.4090909090909091
spanish,"El ""sistema nervioso central"" (SNC) es una estructura biológica que sólo se encuentra en individuos del reino animal.",Y se puede decir que el sistema nervioso central es uno de los más importantes de todos los sistemas que se encuentran en dichos cuerpos.,2.25,0.27906976744186046,0.3333333333333333
spanish,"Un compilador es un programa que permite traducir el código fuente de un programa en lenguaje de alto nivel, a otro lenguaje de nivel inferior (típicamente lenguaje de máquina).","En el caso particular de que el lenguaje a traducir es un lenguaje de alto nivel y el lenguaje traducido de bajo nivel, se emplea el término compilador.",3.75,0.31578947368421056,0.5517241379310345
spanish,"La mayoría de las fuentes cita como fecha de fundación de la ciudad el 26 de julio de 1325, de acuerdo con la información proporcionada por los mexicas y que se encuentra registrada en varios documentos.","Usaban la raíz de coplaxócotl (""Saponaria americana"") como jabón, y la raíz de metl para el lavado de la ropa.",0.0,0.25,0.25
spanish,"Un ""texto"" es una composición de signos codificado en un sistema de escritura (como un alfabeto) que forma una unidad de sentido .","También es texto una composición de caracteres imprimibles (con grafema) generados por un algoritmo de cifrado que, aunque no tienen sentido para cualquier persona, sí puede ser descifrado por su destinatario original.",3.25,0.2545454545454546,0.30434782608695654
spanish,"""Honduras"" es un país de América, ubicado en el extremo norte de América Central.","Bagdad posee un clima muy caluroso y árido (""BWh"", según la tabla de Köppen), siendo una de las ciudades más calurosas del mundo.",0.0,0.16216216216216214,0.21428571428571427
spanish,"El ""quechua"" o ""quichua"" es una familia de lenguas originaria de los Andes centrales que se extiende por la parte occidental de Sudamérica a través de siete países.",El quechua habría tenido su origen en una lengua de la región central y occidental del Perú.,3.5,0.22222222222222224,0.17857142857142858
spanish,"Como en la economía de todos los países europeos, el sector terciario o sector servicios es el que tiene un mayor peso.","De los crustáceos, la gamba, y de los moluscos el calamar y el pulpo.",0.0,0.2777777777777778,0.22727272727272727
spanish,"El ""Departamento de Oruro"" es un departamento de Bolivia ubicado al oeste del país.","La ""acalasia"" consiste en la incapacidad para relajar las fibras de músculo liso del aparato gastrointestinal en cualquier sitio de unión de una parte con otra.",0.0,0.1,0.21428571428571427
spanish,"La representación de ""coma fija"" es una forma de notación científica que consiste en destinar una cantidad fija de dígitos para la parte entera y otra para la parte fraccionaria.",En los anteriores ejemplos la coma está fija y sirve para separar la parte entera de la parte fraccionaria.,3.5,0.3673469387755102,0.4
spanish,"La ""Expropiación Petrolera"", es el resultado de la implementación de la Ley de Expropiación de 1936 y del Artículo 27 de la Constitución Mexicana aplicados a las compañías petroleras el 18 de marzo de 1938, por el Presidente de la República, el general Lázaro Cárdenas del Río.","Otros alcanos conocidos son el etano, propano y el butano con dos, tres y cuatro átomos de carbono respectivamente.",0.25,0.12121212121212122,0.0851063829787234
spanish,"Un ""orbital atómico"" es una determinada función de onda, espacial e independiente del tiempo a la ecuación de Schrödinger para el caso de un electrón sometido a un potencial coulombiano.",Cualquier paquete de datos enviado por cualquier máquina es recibido por todas las de la red.,0.0,0.13043478260869568,0.13333333333333333
spanish,"A lo largo de su historia, los pueblos mesoamericanos construyeron una civilización cuyas expresiones hablan de elementos compartidos por varios pueblos y rasgos que los distinguen entre sí.","Todos los pueblos mesoamericanos tuvieron una divinidad del maíz, y estuvo presente desde tiempos de los olmecas.",2.0,0.26666666666666666,0.25
spanish,"Su comienzo se sitúa convencionalmente en el año 476 con la caída del Imperio romano de Occidente y su fin en 1492 con el descubrimiento de América, o en 1453 con la caída del Imperio bizantino, fecha que tiene la ventaja de coincidir con la invención de la imprenta ""(Biblia de Gutenberg)"" y con el fin de la Guerra de los Cien Años.","Apareció el parlamentarismo, una forma de representación política que con el tiempo se convirtió en el precedente de la división de poderes consustancial a la democracia de la Edad Contemporánea.",0.0,0.2365591397849462,0.2222222222222222
spanish,"El castellano o español, idioma oficial en todo el país, es la lengua materna predominante en casi todas las comunidades autónomas de España.",El español o castellano es el único idioma oficial de todo el país y es el hablado como lengua habitual y materna por la gran mayoría de la población española.,4.5,0.3773584905660377,0.5217391304347826
spanish,"La ""unidad astronómica"" (abreviada ""ua"", ""au"", ""UA"" o ""AU"" ) es una unidad de longitud igual por definición a 149.597.870.700 metros,",En la asamblea general de la Unión Astronómica Internacional de agosto de 2012 en Pekín se resolvió dejar sin efecto la definición gaussiana y darle a la unidad astronómica el valor actual de 149.597.870.700 metros.,4.0,0.17857142857142855,0.2857142857142857
spanish,"Las arqueas, como las bacterias, son procariotas; en este sistema, presentado por Carl Woese, las tres ramas evolutivas principales son las arqueas, las bacterias y los eucariotas.",Las arqueas fueron clasificados por primera vez como un superreino separado de las bacterias en 1977 por Carl Woese y George E. Fox en árboles filogenéticos basados en las secuencias de genes de ARN ribosómico (ARNr).,3.75,0.2222222222222222,0.3333333333333333
spanish,"Para la mayoría de las denominaciones cristianas, es el Hijo de Dios y, por extensión, la encarnación de Dios mismo.","Por la muerte de Cristo, se supera el pecado y por su resurrección, la muerte.",1.25,0.28571428571428575,0.25
spanish,"""La Antropología es el estudio de la realidad humana, es la Ciencia que trata de los aspectos biológicos y sociales del hombre"".",La Antropología biológica o física es el campo de la Antropología que se especializa en el estudio de los seres humanos desde el punto de vista evolutivo y adaptativo.,3.0,0.35294117647058826,0.5
spanish,"Una división de la malacología, la conquiliología, se encarga del estudio de los moluscos con concha.","La malacología contribuye al conocimiento y estudio de la biodiversidad, por medio de inventarios de ejemplares de moluscos y el estudio de los mismos.",3.25,0.25,0.4375
spanish,"Geográficamente, la provincia se compone de la isla de Terranova y la Península del Labrador, en la costa atlántica.",La producción lechera es también otra gran parte de la industria agrícola de Terranova.,1.0,0.24242424242424243,0.21052631578947367
spanish,La neuroanatomía es el estudio de la estructura y la organización del sistema nervioso.,"La estructura de la médula espinal está compuesta en su porción céntrica por la ""sustancia gris"", y en su periferia por la ""sustancia blanca"".",0.75,0.2631578947368421,0.42857142857142855
spanish,"Ejemplos conocidos son la cocaína, la morfina, la atropina, la colchicina, la quinina, cafeína, la estricnina y la nicotina.","Ejemplos de betaínas son la betaína glicínica, la trimetilserina (precursor de la colina) y la hipaforina.",1.5,0.39999999999999997,0.3684210526315789
spanish,"Además, el encéfalo y la médula espinal están protegidos por envolturas óseas, que son el cráneo y la columna vertebral respectivamente.","Las cavidades de estos órganos (ventrículos en el caso del encéfalo y conducto ependimario en el caso de la médula espinal) están llenas de un líquido incoloro y transparente, que recibe el nombre de líquido cefalorraquídeo.",2.5,0.2807017543859649,0.42857142857142855
spanish,"""Morelia"" (de 1545 a 1828, ""Valladolid"") es una ciudad mexicana, capital del estado de Michoacán de Ocampo y cabecera del municipio homónimo.",Morelia es la ciudad más poblada y extensa del estado de Michoacán con una población de 597.897 en el año 2010 (608.049 habitantes en el 2005).,3.75,0.2916666666666667,0.4090909090909091
spanish,"Según una definición clásica, ""fuerza"" es todo agente capaz de modificar la cantidad de movimiento o la forma de los materiales.",En este sentido la fuerza puede definirse como toda acción o influencia capaz de modificar el estado de movimiento o de reposo de un cuerpo (imprimiéndole una aceleración que modifica el módulo o la dirección de su velocidad).,3.5,0.2711864406779661,0.47619047619047616
spanish,"La magnitud del peso de un objeto, desde la definición operacional de peso, depende tan sólo de la intensidad del campo gravitatorio local y de la masa del cuerpo, en un sentido estricto.",Hemingway escribió la mayor parte de su obra entre mediados de 1920 y mediados de 1950.,0.0,0.20408163265306123,0.15151515151515152
spanish,"El ""sistema astronómico de unidades"", llamado formalmente «Sistema de constantes astronómicas de la IAU (1976)» (en inglés, ""IAU (1976) System of Astronomical Constants"", es un sistema de unidades desarrollado para su uso en astronomía.","El sistema de unidades astronómico es un sistema tridimensional, en el que están definidas las unidades de longitud, masa y tiempo.",3.25,0.21818181818181817,0.2647058823529412
spanish,"Las subculturas se definen a menudo por su oposición a los valores de la cultura dominante a la que pertenecen, aunque esta definición no es universalmente aceptada, ya que no siempre se produce una oposición entre la subcultura y la cultura de una manera radical.","Si la subcultura se caracteriza por una oposición sistemática a la cultura dominante, entonces puede ser descrita como una contracultura.",3.25,0.21538461538461537,0.2222222222222222
spanish,"En el uso coloquial, a los lípidos se les llama incorrectamente ""grasas"", ya que las grasas son sólo un tipo de lípidos procedentes de animales.","A los lípidos complejos también se les llama ""lípidos de membrana"" pues son las principales moléculas que forman las membranas celulares.",2.5,0.34782608695652173,0.4
spanish,"La teoría de la información es una rama de la teoría matemática y de las ciencias de la computación que estudia la información y todo lo relacionado con ella: canales, compresión de datos y criptografía, entre otros.","La información es tratada como magnitud física, caracterizando la información de una secuencia de símbolos utilizando la entropía.",1.75,0.2545454545454546,0.24324324324324326
spanish,"En el caso que no existan o no se detecten los módulos, la mayoría de tarjetas madres emiten una serie de pitidos que indican la ausencia de memoria principal.","Por esta razón la lógica se considera una ciencia formal, como la matemática, en vez de una ciencia empírica.",0.25,0.16666666666666666,0.20689655172413793
spanish,"Las ""ciencias de la Tierra"" o ""geociencias"" son las disciplinas de las ciencias naturales que estudian la estructura, morfología, evolución y dinámica del planeta Tierra.","Hoy, las ciencias de la Tierra son una extensión más de las ciencias físicas cuantitativas basadas en el empirismo, la experimentación y la reproducibilidad de las observaciones.",2.25,0.34615384615384615,0.4
spanish,"Además de ocupar la mayor parte de la Península Ibérica, España está formada por dos archipiélagos (el de las Islas Canarias en el océano Atlántico y el de las Islas Baleares en el mar Mediterráneo) y dos ciudades autónomas (Ceuta y Melilla) en el norte de África, aparte de varias islas menores en esta zona y otras cercanas a la península, como el Peñón de Vélez de la Gomera, el Peñón de Alhucemas, las Islas Chafarinas y la Isla del Perejil.","Conforme a la normativa de la Unión Europea, el territorio de este país se divide en tres regiones biogeográficas: mediterránea, atlántica y el archipiélago de las Canarias, en el Océano Atlántico pertenece a la macaronésica.",2.25,0.22413793103448273,0.19753086419753085
spanish,"En mecánica cuántica, el ""efecto túnel"" es un fenómeno nanoscópico por el que una partícula viola los principios de la mecánica clásica penetrando una barrera de potencial o impedancia mayor que la energía cinética de la propia partícula.","En aplicación a una partícula que se rige bajo los preceptos de la mecánica clásica, esto es considerado ""tunelado cuántico"".",1.5,0.24137931034482757,0.23684210526315788
spanish,"A diferencia de un simulador, que sólo trata de reproducir el comportamiento del programa, un emulador trata de modelar de forma precisa el dispositivo de manera que este funcione como si estuviese siendo usado en el aparato original.","Tanto el sistema de explotación como el programa deben ser interpretados por el emulador, como si estuviese ejecutándose en el equipo original.",2.0,0.3,0.23684210526315788
spanish,"Se han obtenido isótopos con números másicos desde 242 a 259; el fermio 257, que es el que tiene una vida más larga, tiene una vida media de 80 días.","El isótopo con vida más larga es 257 Fm, el cual tiene una vida media de unos 100 días.",2.25,0.3673469387755102,0.4
spanish,"Los átomos que son isótopos entre sí son los que tienen igual número atómico (número de protones en el núcleo), pero diferente número másico (suma del número de neutrones y el de protones en el núcleo).",Varios isótopos radiactivos inestables y artificiales tienen usos en técnicas de radioterapia en medicina.,1.25,0.2,0.16666666666666666
