sentence_1,sentence_2,similarity,split
මිනිසෙක් මුහුදේ රළ ක්‍රීඩා කරයි,රළ මත ලිස්සා යන තරුණයෙක් පිටු පසට වැටේ ,3.0,train
මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,කහ ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,3.65,train
මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,රල මත සමබරතාව රැක  ගැනීමට මිනිසා උත්සාහ කරයි ,2.65,test
මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,රළ මත ලිස්සා යන තරුණයෙක් පිටු පසට වැටේ ,2.65,test
කහ ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,රල මත සමබරතාව රැක  ගැනීමට මිනිසා උත්සාහ කරයි ,1.65,train
කහ ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,රළ මත ලිස්සා යන තරුණයෙක් පිටු පසට වැටේ ,2.0,test
රල මත සමබරතාව රැක  ගැනීමට මිනිසා උත්සාහ කරයි ,රළ මත ලිස්සා යන තරුණයෙක් පිටු පසට වැටේ ,3.35,train
මිනිසෙක් උද්‍යානයක ක්‍රීඩා කරයි,මිනිසෙකු කරනම් ගසයි ,2.0,test
මිනිසෙක් උද්‍යානයක ක්‍රීඩා කරයි,තරුණයෙක් ස්කේටිං පුහුණුවීම් වල නිරත වෙයි,2.0,train
මිනිසෙක් උද්‍යානයක ක්‍රීඩා කරයි,වම පාදය පිහිටුමේ අසමබර බවක් පෙනේ ,0.0,train
මිනිසෙක් උද්‍යානයක ක්‍රීඩා කරයි,වක් වූ බිත්තියක් දිගේ ඉහලට රෝද ලැල්ල පදවා යන තරුණය කරණමක් ගසා පහලට ඒමට සැරසෙයි ,0.35,test
මිනිසෙකු කරනම් ගසයි ,තරුණයෙක් ස්කේටිං පුහුණුවීම් වල නිරත වෙයි,2.35,train
මිනිසෙකු කරනම් ගසයි ,වම පාදය පිහිටුමේ අසමබර බවක් පෙනේ ,0.0,test
මිනිසෙකු කරනම් ගසයි ,වක් වූ බිත්තියක් දිගේ ඉහලට රෝද ලැල්ල පදවා යන තරුණය කරණමක් ගසා පහලට ඒමට සැරසෙයි ,2.65,train
තරුණයෙක් ස්කේටිං පුහුණුවීම් වල නිරත වෙයි,වම පාදය පිහිටුමේ අසමබර බවක් පෙනේ ,0.0,test
තරුණයෙක් ස්කේටිං පුහුණුවීම් වල නිරත වෙයි,වක් වූ බිත්තියක් දිගේ ඉහලට රෝද ලැල්ල පදවා යන තරුණය කරණමක් ගසා පහලට ඒමට සැරසෙයි ,3.35,test
වම පාදය පිහිටුමේ අසමබර බවක් පෙනේ ,වක් වූ බිත්තියක් දිගේ ඉහලට රෝද ලැල්ල පදවා යන තරුණය කරණමක් ගසා පහලට ඒමට සැරසෙයි ,0.0,train
මිනිසෙක් පාපැදියක් ඔසවා ගෙන යයි,මිනිසෙකු බයිසිකලයක් රැගෙන දුවයි ,3.65,train
මිනිසෙක් පාපැදියක් ඔසවා ගෙන යයි,පුද්ගලයෙක් තම බයිසිකලය සමඟ දුවයි,3.0,train
මිනිසෙක් පාපැදියක් ඔසවා ගෙන යයි,ආනත තලය පසෙකින්  වියලි කොළ රොඩු දිස්වේ ,0.0,train
මිනිසෙක් පාපැදියක් ඔසවා ගෙන යයි,පා පැදි ධාවකයෙක් පා පැදිය ඔසවාගෙන දිව යයි ,4.65,train
මිනිසෙකු බයිසිකලයක් රැගෙන දුවයි ,පුද්ගලයෙක් තම බයිසිකලය සමඟ දුවයි,4.65,train
මිනිසෙකු බයිසිකලයක් රැගෙන දුවයි ,ආනත තලය පසෙකින්  වියලි කොළ රොඩු දිස්වේ ,0.0,test
මිනිසෙකු බයිසිකලයක් රැගෙන දුවයි ,පා පැදි ධාවකයෙක් පා පැදිය ඔසවාගෙන දිව යයි ,4.0,test
පුද්ගලයෙක් තම බයිසිකලය සමඟ දුවයි,ආනත තලය පසෙකින්  වියලි කොළ රොඩු දිස්වේ ,0.0,train
පුද්ගලයෙක් තම බයිසිකලය සමඟ දුවයි,පා පැදි ධාවකයෙක් පා පැදිය ඔසවාගෙන දිව යයි ,3.65,train
ආනත තලය පසෙකින්  වියලි කොළ රොඩු දිස්වේ ,පා පැදි ධාවකයෙක් පා පැදිය ඔසවාගෙන දිව යයි ,0.65,test
ම්නිසෙක් යතුරු පැදියක් යොදාගෙන කරනම් ගසයි,මිනිසෙකු මෝටර් බයිසිකලයක තනි රෝදයෙන් ගමන් කරයි ,3.35,train
ම්නිසෙක් යතුරු පැදියක් යොදාගෙන කරනම් ගසයි,තරුණියක් මෝටර් සයිකලයෙන් ත්‍රාසජනක වික්‍රමයන් පෙන්වයි,3.35,test
ම්නිසෙක් යතුරු පැදියක් යොදාගෙන කරනම් ගසයි,පාපැදිය ඔසවාගෙන දිවයන ක්‍රීඩකයෙක් ,1.35,test
ම්නිසෙක් යතුරු පැදියක් යොදාගෙන කරනම් ගසයි,යතුරු පැදි කරුවෙක් තනි රෝදයෙන් හිට ගෙන සිටියි ,3.35,train
මිනිසෙකු මෝටර් බයිසිකලයක තනි රෝදයෙන් ගමන් කරයි ,තරුණියක් මෝටර් සයිකලයෙන් ත්‍රාසජනක වික්‍රමයන් පෙන්වයි,3.0,test
මිනිසෙකු මෝටර් බයිසිකලයක තනි රෝදයෙන් ගමන් කරයි ,පාපැදිය ඔසවාගෙන දිවයන ක්‍රීඩකයෙක් ,0.65,train
මිනිසෙකු මෝටර් බයිසිකලයක තනි රෝදයෙන් ගමන් කරයි ,යතුරු පැදි කරුවෙක් තනි රෝදයෙන් හිට ගෙන සිටියි ,4.35,train
තරුණියක් මෝටර් සයිකලයෙන් ත්‍රාසජනක වික්‍රමයන් පෙන්වයි,පාපැදිය ඔසවාගෙන දිවයන ක්‍රීඩකයෙක් ,0.0,train
තරුණියක් මෝටර් සයිකලයෙන් ත්‍රාසජනක වික්‍රමයන් පෙන්වයි,යතුරු පැදි කරුවෙක් තනි රෝදයෙන් හිට ගෙන සිටියි ,1.35,test
පාපැදිය ඔසවාගෙන දිවයන ක්‍රීඩකයෙක් ,යතුරු පැදි කරුවෙක් තනි රෝදයෙන් හිට ගෙන සිටියි ,0.0,train
මිනිසුන් පිරිසක් පාලමක් අසල සිදු වූ රිය අනතුරක් දෙස බලා සිටියි,මිනිසුන් රිය අනතුරක් දෙස බලා සිටියි ,4.0,test
මිනිසුන් පිරිසක් පාලමක් අසල සිදු වූ රිය අනතුරක් දෙස බලා සිටියි,පාලමක් අසළ වාහනයක් අනතුරට ලක්වී ඇති අතර එදෙස පිරිසක් බලා සිටිති,4.65,test
මිනිසුන් පිරිසක් පාලමක් අසල සිදු වූ රිය අනතුරක් දෙස බලා සිටියි, සංදර්ශනයක යෙදෙනා යතුරුපැදිකරුවෙක් ,0.0,train
මිනිසුන් පිරිසක් පාලමක් අසල සිදු වූ රිය අනතුරක් දෙස බලා සිටියි,පාළමෙන් පහලට වැටුනු ආහනය ගොඩ ගන්න දෙස පිරිසක් බලා සිටියි ,3.35,train
මිනිසුන් රිය අනතුරක් දෙස බලා සිටියි ,පාලමක් අසළ වාහනයක් අනතුරට ලක්වී ඇති අතර එදෙස පිරිසක් බලා සිටිති,4.35,test
මිනිසුන් රිය අනතුරක් දෙස බලා සිටියි , සංදර්ශනයක යෙදෙනා යතුරුපැදිකරුවෙක් ,0.0,train
මිනිසුන් රිය අනතුරක් දෙස බලා සිටියි ,පාළමෙන් පහලට වැටුනු ආහනය ගොඩ ගන්න දෙස පිරිසක් බලා සිටියි ,3.65,train
පාලමක් අසළ වාහනයක් අනතුරට ලක්වී ඇති අතර එදෙස පිරිසක් බලා සිටිති, සංදර්ශනයක යෙදෙනා යතුරුපැදිකරුවෙක් ,0.0,test
පාලමක් අසළ වාහනයක් අනතුරට ලක්වී ඇති අතර එදෙස පිරිසක් බලා සිටිති,පාළමෙන් පහලට වැටුනු ආහනය ගොඩ ගන්න දෙස පිරිසක් බලා සිටියි ,4.0,train
 සංදර්ශනයක යෙදෙනා යතුරුපැදිකරුවෙක් ,පාළමෙන් පහලට වැටුනු ආහනය ගොඩ ගන්න දෙස පිරිසක් බලා සිටියි ,0.0,test
කාන්තාවක් නගරයක් මැදින් ගමන් කරයි,කාන්තාවක් පාරේ ඇවිද යයි ,4.35,train
කාන්තාවක් නගරයක් මැදින් ගමන් කරයි,දුඹුරු පැහැති අත්බෑගයක් සමඟ කාන්තාවක් නගරයේ ගමන් කරයි,3.35,train
කාන්තාවක් නගරයක් මැදින් ගමන් කරයි,කොණ්ඩය රතුපැහැ පුද්ගලයෙක් අනතුර දෙස බලා සිටී ,0.0,train
කාන්තාවක් නගරයක් මැදින් ගමන් කරයි,විදුලි බුබුළු එල්ලු ගසක් අසලින් පදික වේදිකාවේ තරුණියක් ගමන්  කරයි ,2.65,test
කාන්තාවක් පාරේ ඇවිද යයි ,දුඹුරු පැහැති අත්බෑගයක් සමඟ කාන්තාවක් නගරයේ ගමන් කරයි,3.35,train
කාන්තාවක් පාරේ ඇවිද යයි ,කොණ්ඩය රතුපැහැ පුද්ගලයෙක් අනතුර දෙස බලා සිටී ,0.0,train
කාන්තාවක් පාරේ ඇවිද යයි ,විදුලි බුබුළු එල්ලු ගසක් අසලින් පදික වේදිකාවේ තරුණියක් ගමන්  කරයි ,2.65,test
දුඹුරු පැහැති අත්බෑගයක් සමඟ කාන්තාවක් නගරයේ ගමන් කරයි,කොණ්ඩය රතුපැහැ පුද්ගලයෙක් අනතුර දෙස බලා සිටී ,0.0,test
දුඹුරු පැහැති අත්බෑගයක් සමඟ කාන්තාවක් නගරයේ ගමන් කරයි,විදුලි බුබුළු එල්ලු ගසක් අසලින් පදික වේදිකාවේ තරුණියක් ගමන්  කරයි ,2.35,train
කොණ්ඩය රතුපැහැ පුද්ගලයෙක් අනතුර දෙස බලා සිටී ,විදුලි බුබුළු එල්ලු ගසක් අසලින් පදික වේදිකාවේ තරුණියක් ගමන්  කරයි ,0.0,train
මිනිසෙක් මුහුදේ රළ ක්‍රීඩා කරයි,මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,4.65,train
මිනිසෙක් මුහුදේ රළ ක්‍රීඩා කරයි,කලු ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,3.65,train
මිනිසෙක් මුහුදේ රළ ක්‍රීඩා කරයි,විදුලි බුබුළු වලින් සැරසු  ගස් දෙකක් පෙනෙයි ,0.0,test
මිනිසෙක් මුහුදේ රළ ක්‍රීඩා කරයි,රළ මත ලිස්සා යන තරුණයෙක් සමබරතාව රැක ගැනීමට දැඩි උත්සහයක යෙදෙයි ,2.65,test
මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,කලු ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,4.0,test
මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,විදුලි බුබුළු වලින් සැරසු  ගස් දෙකක් පෙනෙයි ,0.0,test
මිනිසෙකු මුහුදු රළ මත ලිස්සා යයි ,රළ මත ලිස්සා යන තරුණයෙක් සමබරතාව රැක ගැනීමට දැඩි උත්සහයක යෙදෙයි ,2.35,test
කලු ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,විදුලි බුබුළු වලින් සැරසු  ගස් දෙකක් පෙනෙයි ,0.0,test
කලු ඇඳුමින් සැරසුණු පුද්ගලයෙක් මුහුදේ සර්ෆිං ක්‍රීඩාවේ නියැලෙයි,රළ මත ලිස්සා යන තරුණයෙක් සමබරතාව රැක ගැනීමට දැඩි උත්සහයක යෙදෙයි ,2.35,test
විදුලි බුබුළු වලින් සැරසු  ගස් දෙකක් පෙනෙයි ,රළ මත ලිස්සා යන තරුණයෙක් සමබරතාව රැක ගැනීමට දැඩි උත්සහයක යෙදෙයි ,0.0,test
මෝටර් රථ ධාවන තරඟයක් අතරතුර මෝටර් රථයකින් දුම් පිට වෙයි,මෝටර් රථයක් වේගයෙන් ගමන් කරයි ,1.65,test
මෝටර් රථ ධාවන තරඟයක් අතරතුර මෝටර් රථයකින් දුම් පිට වෙයි,නිල් පැහැති ෆොර්මියුලා වන් රථයක් දුම් දමමින් ධාවන පථයේ ගමන් කරයි,4.0,test
මෝටර් රථ ධාවන තරඟයක් අතරතුර මෝටර් රථයකින් දුම් පිට වෙයි,පුවරුවේ කෙළවරක කම්බියක් ගැටගසා ඇත ,0.0,test
මෝටර් රථ ධාවන තරඟයක් අතරතුර මෝටර් රථයකින් දුම් පිට වෙයි,ධාවන තරගයක  යෙදෙන මෝටර් රථයෙක් ගිනි ගනියි ,3.35,train
මෝටර් රථයක් වේගයෙන් ගමන් කරයි ,නිල් පැහැති ෆොර්මියුලා වන් රථයක් දුම් දමමින් ධාවන පථයේ ගමන් කරයි,3.0,test
මෝටර් රථයක් වේගයෙන් ගමන් කරයි ,පුවරුවේ කෙළවරක කම්බියක් ගැටගසා ඇත ,0.0,train
මෝටර් රථයක් වේගයෙන් ගමන් කරයි ,ධාවන තරගයක  යෙදෙන මෝටර් රථයෙක් ගිනි ගනියි ,1.35,test
නිල් පැහැති ෆොර්මියුලා වන් රථයක් දුම් දමමින් ධාවන පථයේ ගමන් කරයි,පුවරුවේ කෙළවරක කම්බියක් ගැටගසා ඇත ,0.0,train
නිල් පැහැති ෆොර්මියුලා වන් රථයක් දුම් දමමින් ධාවන පථයේ ගමන් කරයි,ධාවන තරගයක  යෙදෙන මෝටර් රථයෙක් ගිනි ගනියි ,3.0,test
පුවරුවේ කෙළවරක කම්බියක් ගැටගසා ඇත ,ධාවන තරගයක  යෙදෙන මෝටර් රථයෙක් ගිනි ගනියි ,0.0,test
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,මිනිසෙකු කරනම් ගසයි ,1.0,train
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,ක්‍රීඩකයෙක් පොදු ස්ථානයක ස්කේටිං වික්‍රමයන් පෙන්වයි,2.0,test
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,දුම් දමනා කාරය දෙස නරඹන්නන් බලා සිටියි,0.0,test
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,රෝද ලෑල්ලක් මතින් යන තරුණයෙක් ඉතා උඩින් පිම්මක් පනියි ,1.35,train
මිනිසෙකු කරනම් ගසයි ,ක්‍රීඩකයෙක් පොදු ස්ථානයක ස්කේටිං වික්‍රමයන් පෙන්වයි,2.35,test
මිනිසෙකු කරනම් ගසයි ,දුම් දමනා කාරය දෙස නරඹන්නන් බලා සිටියි,0.0,test
මිනිසෙකු කරනම් ගසයි ,රෝද ලෑල්ලක් මතින් යන තරුණයෙක් ඉතා උඩින් පිම්මක් පනියි ,2.65,test
ක්‍රීඩකයෙක් පොදු ස්ථානයක ස්කේටිං වික්‍රමයන් පෙන්වයි,දුම් දමනා කාරය දෙස නරඹන්නන් බලා සිටියි,1.0,train
ක්‍රීඩකයෙක් පොදු ස්ථානයක ස්කේටිං වික්‍රමයන් පෙන්වයි,රෝද ලෑල්ලක් මතින් යන තරුණයෙක් ඉතා උඩින් පිම්මක් පනියි ,4.0,train
දුම් දමනා කාරය දෙස නරඹන්නන් බලා සිටියි,රෝද ලෑල්ලක් මතින් යන තරුණයෙක් ඉතා උඩින් පිම්මක් පනියි ,0.0,train
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,මිනිසෙකු කරනම් ගසයි ,0.65,train
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,ක්‍රීඩකයෙක් හිමේ ස්කීං වික්‍රමයන් පෙන්වයි,1.35,train
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි, ඉතා පැහැදිලි අහස නිල්  පහන් දිස්වේ ,0.0,train
මිනිසෙක් යම් උපකරණයක් ආදරයෙන් ක්‍රීඩා කරයි,තාප්පයක් මතින් රෝද ලෑල්ලක් පදින පුද්ගලයෙක් පනියි ,1.0,test
මිනිසෙකු කරනම් ගසයි ,ක්‍රීඩකයෙක් හිමේ ස්කීං වික්‍රමයන් පෙන්වයි,2.35,test
මිනිසෙකු කරනම් ගසයි , ඉතා පැහැදිලි අහස නිල්  පහන් දිස්වේ ,0.0,test
මිනිසෙකු කරනම් ගසයි ,තාප්පයක් මතින් රෝද ලෑල්ලක් පදින පුද්ගලයෙක් පනියි ,1.65,train
ක්‍රීඩකයෙක් හිමේ ස්කීං වික්‍රමයන් පෙන්වයි, ඉතා පැහැදිලි අහස නිල්  පහන් දිස්වේ ,0.0,test
ක්‍රීඩකයෙක් හිමේ ස්කීං වික්‍රමයන් පෙන්වයි,තාප්පයක් මතින් රෝද ලෑල්ලක් පදින පුද්ගලයෙක් පනියි ,1.35,train
 ඉතා පැහැදිලි අහස නිල්  පහන් දිස්වේ ,තාප්පයක් මතින් රෝද ලෑල්ලක් පදින පුද්ගලයෙක් පනියි ,0.0,train
මිනිසෙක් ඉතා අපහසුවෙන් කන්දක් තරණය කරයි,මිනිසෙකු කන්දක් තරණය කරයි ,4.0,train
මිනිසෙක් ඉතා අපහසුවෙන් කන්දක් තරණය කරයි,ආසියානු ජාතිකයෙක් පර්වතයකට නගියි,2.65,train
මිනිසෙක් ඉතා අපහසුවෙන් කන්දක් තරණය කරයි,ලා දුබුරු පැහැති  බිත්තිය උඩින් මිනිසෙක් පනියි ,1.0,train
මිනිසෙක් ඉතා අපහසුවෙන් කන්දක් තරණය කරයි,කදු තරණයේ යෙදෙන තරුණයෙක් ගලක් බදා ගනියි ,2.65,train
මිනිසෙකු කන්දක් තරණය කරයි ,ආසියානු ජාතිකයෙක් පර්වතයකට නගියි,3.0,test
මිනිසෙකු කන්දක් තරණය කරයි ,ලා දුබුරු පැහැති  බිත්තිය උඩින් මිනිසෙක් පනියි ,0.65,test
මිනිසෙකු කන්දක් තරණය කරයි ,කදු තරණයේ යෙදෙන තරුණයෙක් ගලක් බදා ගනියි ,3.35,test
ආසියානු ජාතිකයෙක් පර්වතයකට නගියි,ලා දුබුරු පැහැති  බිත්තිය උඩින් මිනිසෙක් පනියි ,0.65,test
ආසියානු ජාතිකයෙක් පර්වතයකට නගියි,කදු තරණයේ යෙදෙන තරුණයෙක් ගලක් බදා ගනියි ,2.0,test
ලා දුබුරු පැහැති  බිත්තිය උඩින් මිනිසෙක් පනියි ,කදු තරණයේ යෙදෙන තරුණයෙක් ගලක් බදා ගනියි ,1.35,test
මිනිසෙක් පාපැදියකින් කරනම් ගසයි,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,4.65,test
මිනිසෙක් පාපැදියකින් කරනම් ගසයි,පුද්ගලයෙක් වැල්ලේ තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,3.0,test
මිනිසෙක් පාපැදියකින් කරනම් ගසයි, වෙර යොදා කන්දක් තරණය කරන පුද්ගලයෙකි,0.35,train
මිනිසෙක් පාපැදියකින් කරනම් ගසයි,පා පැදියෙන් ඇල තාප්පයදිගේ උඩට ආ තරුණයෙක් කරණමක් ගසා බිමට ඒමට සැරසෙයි ,2.65,train
මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,පුද්ගලයෙක් වැල්ලේ තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,3.0,test
මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි , වෙර යොදා කන්දක් තරණය කරන පුද්ගලයෙකි,0.65,train
මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,පා පැදියෙන් ඇල තාප්පයදිගේ උඩට ආ තරුණයෙක් කරණමක් ගසා බිමට ඒමට සැරසෙයි ,3.35,test
පුද්ගලයෙක් වැල්ලේ තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි, වෙර යොදා කන්දක් තරණය කරන පුද්ගලයෙකි,0.35,train
පුද්ගලයෙක් වැල්ලේ තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,පා පැදියෙන් ඇල තාප්පයදිගේ උඩට ආ තරුණයෙක් කරණමක් ගසා බිමට ඒමට සැරසෙයි ,2.35,train
 වෙර යොදා කන්දක් තරණය කරන පුද්ගලයෙකි,පා පැදියෙන් ඇල තාප්පයදිගේ උඩට ආ තරුණයෙක් කරණමක් ගසා බිමට ඒමට සැරසෙයි ,0.35,test
බොක්ෂින් තරඟයක් අතරතුර එක් ක්‍රීඩකයෙක් ඉවතට විසි වේ,මිනිසුන් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,3.0,train
බොක්ෂින් තරඟයක් අතරතුර එක් ක්‍රීඩකයෙක් ඉවතට විසි වේ,රෙස්ලිං ක්‍රීඩකයෙක් පුද්ගලයෙකුගේ ඇඟ මතට වැටේ,2.0,test
බොක්ෂින් තරඟයක් අතරතුර එක් ක්‍රීඩකයෙක් ඉවතට විසි වේ,වැලි කන්ද මත  පැදියක සෙවනැල්ලක් ඇත ,0.0,train
බොක්ෂින් තරඟයක් අතරතුර එක් ක්‍රීඩකයෙක් ඉවතට විසි වේ,රෙස්ලිං ක්‍රීඩකයෙක් තවත්ප ක්‍රීඩකයෙක්ස ඔසවා පසු පසට විසිකරයි ,3.65,train
මිනිසුන් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,රෙස්ලිං ක්‍රීඩකයෙක් පුද්ගලයෙකුගේ ඇඟ මතට වැටේ,2.0,train
මිනිසුන් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,වැලි කන්ද මත  පැදියක සෙවනැල්ලක් ඇත ,0.0,train
මිනිසුන් බොක්සින් ක්‍රීඩාවේ යෙදී සිටියි ,රෙස්ලිං ක්‍රීඩකයෙක් තවත්ප ක්‍රීඩකයෙක්ස ඔසවා පසු පසට විසිකරයි ,1.65,train
රෙස්ලිං ක්‍රීඩකයෙක් පුද්ගලයෙකුගේ ඇඟ මතට වැටේ,වැලි කන්ද මත  පැදියක සෙවනැල්ලක් ඇත ,0.0,test
රෙස්ලිං ක්‍රීඩකයෙක් පුද්ගලයෙකුගේ ඇඟ මතට වැටේ,රෙස්ලිං ක්‍රීඩකයෙක් තවත්ප ක්‍රීඩකයෙක්ස ඔසවා පසු පසට විසිකරයි ,3.0,test
වැලි කන්ද මත  පැදියක සෙවනැල්ලක් ඇත ,රෙස්ලිං ක්‍රීඩකයෙක් තවත්ප ක්‍රීඩකයෙක්ස ඔසවා පසු පසට විසිකරයි ,0.0,train
කාන්තාවක් සතුටින් උඩ පනියි,ගැහැණු ළමයෙකු උඩ පනියි ,4.0,test
කාන්තාවක් සතුටින් උඩ පනියි,තරුණියක් කඳු පේලියක් ඉදිරියේ උස් ස්ථානයක සිට උන පැන ඡායාරූපයකට පෙනී සිටියි,2.65,train
කාන්තාවක් සතුටින් උඩ පනියි,කමිසය ඇදී  මිනිසා අනෙක් මිනිසා ඔසවාගෙන සිටියි ,0.0,train
කාන්තාවක් සතුටින් උඩ පනියි,කදුකර ප්‍රදේශයක උස ස්ථානයක සිටින තරුණියක් දිව එලියට දමමින් උඩ පනියි ,2.35,test
ගැහැණු ළමයෙකු උඩ පනියි ,තරුණියක් කඳු පේලියක් ඉදිරියේ උස් ස්ථානයක සිට උන පැන ඡායාරූපයකට පෙනී සිටියි,2.35,test
ගැහැණු ළමයෙකු උඩ පනියි ,කමිසය ඇදී  මිනිසා අනෙක් මිනිසා ඔසවාගෙන සිටියි ,0.0,test
ගැහැණු ළමයෙකු උඩ පනියි ,කදුකර ප්‍රදේශයක උස ස්ථානයක සිටින තරුණියක් දිව එලියට දමමින් උඩ පනියි ,2.35,train
තරුණියක් කඳු පේලියක් ඉදිරියේ උස් ස්ථානයක සිට උන පැන ඡායාරූපයකට පෙනී සිටියි,කමිසය ඇදී  මිනිසා අනෙක් මිනිසා ඔසවාගෙන සිටියි ,0.35,test
තරුණියක් කඳු පේලියක් ඉදිරියේ උස් ස්ථානයක සිට උන පැන ඡායාරූපයකට පෙනී සිටියි,කදුකර ප්‍රදේශයක උස ස්ථානයක සිටින තරුණියක් දිව එලියට දමමින් උඩ පනියි ,2.65,train
කමිසය ඇදී  මිනිසා අනෙක් මිනිසා ඔසවාගෙන සිටියි ,කදුකර ප්‍රදේශයක උස ස්ථානයක සිටින තරුණියක් දිව එලියට දමමින් උඩ පනියි ,0.0,train
කාන්තාවක් ආධාරක භාවිතයෙන් බිත්තියක් දිගේ උඩට නගියි,ගැහැණු ළමයෙකු ඉහලට නගියි ,4.0,train
කාන්තාවක් ආධාරක භාවිතයෙන් බිත්තියක් දිගේ උඩට නගියි,තරුණියක් පර්වත නැගීමේ පුහුණුවීම් වල නිරත වෙයි,3.65,train
කාන්තාවක් ආධාරක භාවිතයෙන් බිත්තියක් දිගේ උඩට නගියි,කඳු මුදුනකට දර්ශනය වන අවට පරිසරය,0.0,test
කාන්තාවක් ආධාරක භාවිතයෙන් බිත්තියක් දිගේ උඩට නගියි,තරුණියක් බිත්තියක් දිගේ අසීරුවෙන් ඉහළට ගමන් කරයි ,3.65,test
ගැහැණු ළමයෙකු ඉහලට නගියි ,තරුණියක් පර්වත නැගීමේ පුහුණුවීම් වල නිරත වෙයි,3.0,test
ගැහැණු ළමයෙකු ඉහලට නගියි ,කඳු මුදුනකට දර්ශනය වන අවට පරිසරය,0.0,test
ගැහැණු ළමයෙකු ඉහලට නගියි ,තරුණියක් බිත්තියක් දිගේ අසීරුවෙන් ඉහළට ගමන් කරයි ,3.65,test
තරුණියක් පර්වත නැගීමේ පුහුණුවීම් වල නිරත වෙයි,කඳු මුදුනකට දර්ශනය වන අවට පරිසරය,0.0,train
තරුණියක් පර්වත නැගීමේ පුහුණුවීම් වල නිරත වෙයි,තරුණියක් බිත්තියක් දිගේ අසීරුවෙන් ඉහළට ගමන් කරයි ,3.35,train
කඳු මුදුනකට දර්ශනය වන අවට පරිසරය,තරුණියක් බිත්තියක් දිගේ අසීරුවෙන් ඉහළට ගමන් කරයි ,0.0,train
මිනිසෙක් පාපැදියක් යොදා ගෙන ක්‍රීඩා කරයි,මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,4.0,train
මිනිසෙක් පාපැදියක් යොදා ගෙන ක්‍රීඩා කරයි,කලු කමිසයකින් සහ රතු කමිසයකින් සැරසුණු මිනිසෙක් තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,3.35,test
මිනිසෙක් පාපැදියක් යොදා ගෙන ක්‍රීඩා කරයි,ක්‍රීඩිකාවගේ ඉනෙහි කොළ පති කුඩා බැගයක්  ඇත  ,0.0,train
මිනිසෙක් පාපැදියක් යොදා ගෙන ක්‍රීඩා කරයි,ප පැදි කරුවෙක් තණකොළ වැවුණු බැම්මක් උඩින් පනියි ,1.65,test
මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,කලු කමිසයකින් සහ රතු කමිසයකින් සැරසුණු මිනිසෙක් තම බයිසිකලයෙන් වික්‍රමයන් පෙන්වයි,4.0,test
මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,ක්‍රීඩිකාවගේ ඉනෙහි කොළ පති කුඩා බැගයක්  ඇත  ,0.0,test
මිනිසෙකු බයිසිකලයකින් කරනම් ගසයි ,ප පැදි කරුවෙක් තණකොළ වැවුණු බැම්මක් උඩින් පනියි ,2.35,train
